This file was created by CMPT_IND_RETS using the 201512 CRSP database.
It contains value- and equal-weighted returns for 10 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

  Average Equal Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
198704,  -3.26,  -1.02,  -1.87,   3.41,  -0.52,  -2.59,  -2.97,  -2.51,  -4.42,  -2.72
198705,  -0.65,   1.87,   1.47,   7.69,   0.43,   1.78,  -1.30,  -1.22,  -0.95,  -0.82
198706,   4.34,   2.86,   3.61,   3.08,   0.13,   6.14,   3.41,   2.01,   2.59,   2.21
198707,   2.78,   2.88,   4.81,  16.34,   1.46,   5.83,   3.90,  -0.44,  -0.45,   2.46
198708,   2.51,   2.78,   1.85,  -4.37,   1.87,   1.32,   1.83,  -0.09,   2.30,   2.17
198709,  -1.13,  -0.72,  -0.12,  -4.38,  -0.82,  -1.76,  -3.03,  -2.10,  -2.31,  -1.84
198710, -27.93, -31.56, -29.91, -25.83, -31.62, -25.29, -29.65, -32.67, -10.45, -24.85
198711,  -6.36,  -5.66,  -4.15,  -7.14,  -7.61,  -7.01,  -7.26,  -6.36,  -1.58,  -4.16
198712,   4.29,   6.60,   5.11,  -2.75,   5.08,  18.00,   1.57,   1.44,   1.13,   1.45
198801,   5.62,   6.71,   7.84,   7.58,   7.32,   5.22,   8.17,  12.55,   8.16,   8.31
198802,   8.37,   8.69,   7.85,   3.29,   6.79,   9.92,   9.16,   7.47,   2.22,   4.82
198803,   3.91,   5.00,   5.06,   5.78,   3.69,   2.61,   4.49,   6.10,  -0.74,   2.18
198804,   2.39,   1.82,   2.38,   3.10,   1.74,   2.66,   1.80,   1.54,   0.33,   0.05
198805,  -1.07,  -1.24,  -1.29,  -1.01,  -3.39,  -3.69,  -1.06,  -2.26,   1.89,  -1.70
198806,   3.71,   6.29,   6.26,  -0.02,   6.30,   8.89,   5.29,   5.05,   3.66,   4.53
198807,  -0.19,   0.41,  -0.33,   1.08,  -1.50,   2.10,   0.60,  -0.14,  -0.04,   0.45
198808,  -2.20,  -2.51,  -3.15,  -1.79,  -3.45,  -3.83,  -1.75,  -1.92,  -0.17,  -1.72
198809,   2.84,   2.67,   2.87,  -4.45,   1.90,   3.97,   4.14,   2.12,   2.50,   1.35
198810,   0.56,  -1.63,  -1.31,  -3.02,  -2.93,  -0.63,  -1.06,  -3.92,   1.82,  -0.84
198811,  -4.47,  -5.79,  -3.64,  -3.47,  -5.28,  -1.81,  -3.97,  -6.80,  -0.20,  -3.56
198812,   3.24,   1.11,   3.47,   1.69,   3.75,   4.96,   1.52,   2.92,   1.24,   0.70
198901,   5.24,   7.09,   6.17,   8.77,   7.33,  10.83,   5.41,   6.45,   3.03,   6.18
198902,   0.95,   0.75,   0.95,  -0.22,  -1.29,   1.14,   0.44,  -1.16,  -0.89,   1.19
198903,   4.36,   1.15,   1.97,   5.70,   0.91,   4.09,   2.05,   2.14,   0.10,   0.80
198904,   4.65,   1.29,   3.92,   3.14,   3.14,   8.96,   4.08,   4.45,   2.91,   2.24
198905,   3.36,   2.52,   2.53,   1.50,   2.68,   6.63,   3.63,   4.53,   4.72,   2.21
198906,  -0.33,  -2.72,  -1.66,  -2.44,  -2.11,  -0.13,  -2.39,  -5.03,   2.43,   0.09
198907,   5.44,   6.45,   2.80,   4.55,   0.55,   4.42,   2.13,   4.68,   4.73,   3.03
198908,   0.58,   1.00,   2.58,   3.65,   1.58,   3.56,   1.91,   1.89,   0.40,   2.32
198909,  -1.15,  -0.11,   0.12,   1.92,   0.39,   1.04,  -0.80,   2.74,   0.29,   0.25
198910,  -6.47,  -7.27,  -5.96,  -3.21,  -4.05,  -6.66,  -6.80,  -4.72,  -0.14,  -5.27
198911,  -0.29,  -3.19,  -1.28,   3.11,  -2.62,  -0.12,  -2.11,   0.55,   2.97,  -1.28
198912,  -1.70,  -1.10,  -0.99,   6.38,  -1.46,   0.84,  -0.61,  -1.93,   4.39,  -3.83
199001,  -5.98,  -6.12,  -5.03,  -0.73,  -5.07, -10.32,  -5.32,  -5.58,  -4.93,  -5.14
199002,   1.22,   0.14,   2.89,   4.78,   3.55,   0.84,   2.58,   1.69,   1.13,   0.81
199003,   2.58,   2.64,   4.45,   4.75,   4.25,   1.34,   4.35,   4.57,  -0.15,  -0.07
199004,  -1.73,  -2.82,  -1.63,  -4.57,  -1.97,  -2.77,  -2.70,  -0.88,  -4.66,  -3.42
199005,   3.27,   2.08,   5.22,   4.05,   7.59,   9.23,   5.50,   8.13,   3.79,   2.04
199006,   0.51,   0.60,  -0.41,   0.69,   1.18,   0.29,   0.68,   5.14,   0.32,  -0.70
199007,  -4.27,  -5.20,  -2.04,   4.06,  -5.15,  -7.04,  -4.22,  -0.60,   0.37,  -3.58
199008, -11.61, -16.34, -12.30,   3.34, -14.38, -15.71, -13.67, -10.46,  -5.08, -11.36
199009,  -8.61, -10.97,  -7.69,   0.96,  -9.63,  -7.52, -10.53,  -8.24,   0.72,  -8.84
199010,  -5.32,  -7.35,  -6.36, -10.71,  -4.55,  -7.78,  -7.34,  -3.89,   2.39,  -7.30
199011,   3.18,   3.07,   3.61,  -1.67,   4.12,   6.41,   4.88,   6.71,   3.58,   3.61
199012,   1.28,  -2.43,   0.49,  -6.99,  -0.59,   3.85,  -0.57,   3.48,   0.75,  -0.73
199101,   8.91,   7.74,   8.80,  -1.00,  15.91,   5.21,  10.49,  13.39,  -0.48,   7.22
199102,  10.40,  13.98,  11.73,  10.27,  14.00,  12.79,  13.31,  21.21,   5.50,  15.24
199103,   5.92,   9.64,   5.98,   1.72,  11.72,   6.85,  10.25,  15.90,   1.93,   7.15
199104,   2.15,   1.42,   2.05,   2.28,   5.20,  10.80,   2.74,   4.16,   0.30,   3.13
199105,   2.34,   6.13,   3.99,   0.32,   1.76,  -4.54,   4.91,   6.14,   2.03,   2.75
199106,  -2.69,  -2.74,  -3.41,  -4.85,  -5.82,  -5.29,  -1.86,  -4.24,  -2.86,  -2.88
199107,   2.38,   0.09,   3.03,   9.06,   3.84,   1.47,   2.90,   7.81,   3.01,   2.90
199108,   3.88,   1.28,   2.09,   2.57,   4.31,   1.41,   3.14,   6.28,   3.51,   2.54
199109,  -0.80,   4.00,  -0.49,   0.26,   1.65,   4.29,   0.58,   7.50,   2.78,  -0.77
199110,   1.90,   2.41,   2.90,   0.77,   3.07,   6.79,   0.29,  10.61,   1.02,   1.28
199111,  -1.50,  -2.20,  -2.03,  -4.25,  -3.70,  -5.09,  -4.00,  -0.38,   1.39,  -2.30
199112,   4.20,   2.01,   4.06,  -6.57,   3.89,   2.55,   3.72,  10.78,   3.47,   3.64
199201,  12.13,  17.30,  13.23,   6.67,  21.18,   5.96,  13.17,  24.78,  -1.76,  18.79
199202,   6.12,  11.00,   5.47,   2.66,   8.38,   1.33,   6.48,  -0.96,   0.00,   6.98
199203,  -0.82,  -0.62,   0.75,  -3.98,  -1.94,  -1.62,   0.60,  -7.12,  -0.60,  -0.22
199204,  -3.31,  -3.25,  -2.66,  -0.19,  -5.43,  -1.96,  -5.34, -11.48,   0.99,  -1.13
199205,  -0.97,  -1.37,   0.48,   3.77,  -1.33,  -1.42,  -1.44,  -1.30,   2.90,   2.26
199206,  -5.21,  -2.35,  -4.34,  -5.27,  -7.46,  -0.87,  -4.44,  -6.10,   0.25,  -2.16
199207,   1.72,   0.44,   0.89,   4.68,   1.38,   2.49,   2.85,   3.60,   6.84,   3.76
199208,  -2.56,  -3.49,  -4.34,   2.48,  -4.39,  -3.75,  -1.35,  -3.84,   1.39,  -2.29
199209,   1.03,  -0.77,   1.02,   6.36,   1.87,   1.96,   2.29,  -1.50,   0.85,   1.46
199210,   0.76,   3.00,   1.16,   0.03,   3.87,   3.06,   4.59,   3.84,  -0.30,   1.27
199211,   7.59,   8.38,   7.31,  -0.73,  10.81,   7.95,   9.22,  12.29,   0.59,   5.62
199212,   1.42,   6.83,   3.26,   0.74,   5.00,   4.19,   3.59,   0.95,   2.55,   5.22
199301,   5.19,  10.41,   6.64,   7.36,   7.17,   6.92,   5.89,   3.23,   2.51,   9.20
199302,  -1.23,  -1.63,   0.70,   7.15,  -2.78,   2.50,  -3.64, -12.75,   5.13,   0.66
199303,   3.21,   4.56,   2.10,   8.95,   0.87,   7.05,   3.10,   0.13,   3.00,   3.78
199304,  -2.02,  -1.91,  -1.64,   4.01,  -3.57,  -1.71,  -3.07,  -4.02,   0.81,  -0.76
199305,   3.86,   5.59,   3.83,   5.50,   6.69,   7.94,   4.92,   6.36,   1.17,   1.78
199306,  -0.50,   0.71,   1.51,   0.56,   2.03,  12.14,   0.62,  -0.02,   2.81,   1.38
199307,  -0.24,   2.07,   1.27,  -0.03,   0.49,   7.81,   0.51,  -2.47,   1.80,   3.07
199308,   2.30,   2.21,   5.17,   3.86,   5.90,  13.54,   3.07,   1.90,   3.55,   3.59
199309,   1.68,   2.62,   0.76,   1.57,   3.33,   7.88,   3.04,   4.49,   0.16,   3.39
199310,   4.63,   3.89,   3.50,   1.08,   5.08,  12.07,   4.07,   6.79,  -1.30,   3.40
199311,  -0.72,   0.07,  -0.84,  -9.40,  -1.15,  -9.27,  -1.09,  -4.39,  -5.44,  -2.79
199312,   0.07,   4.23,   3.20,  -2.85,   1.28,  -0.47,   0.44,  -0.81,   0.74,   1.49
199401,   1.48,   4.84,   6.45,   6.64,   6.06,   3.28,   2.45,   6.38,   0.14,   5.27
199402,  -0.27,  -1.37,   1.12,   1.00,   0.57,  -2.50,  -0.04,  -2.93,  -3.27,  -1.51
199403,  -3.15,  -5.12,  -4.14,  -4.08,  -4.71,  -6.07,  -3.94,  -7.01,  -3.31,  -3.57
199404,  -0.66,  -1.60,  -0.31,   1.55,  -2.12,  -2.65,  -2.37,  -4.52,   1.78,  -0.69
199405,  -1.16,  -1.49,   0.57,   1.29,  -1.09,   0.05,  -2.54,  -0.19,  -3.68,   1.29
199406,  -2.47,  -3.60,  -2.37,   2.04,  -5.45,  -2.04,  -4.42,  -5.28,  -2.05,  -0.91
199407,   1.00,   1.10,   3.07,   0.66,   2.30,   4.04,   0.65,  -0.51,   2.85,   0.96
199408,   5.02,   3.39,   3.93,  -0.15,   6.16,   4.00,   4.13,   6.91,   0.94,   2.47
199409,   0.28,  -0.45,   0.46,   3.36,   3.03,   2.74,   0.33,   1.12,  -2.14,  -0.13
199410,  -0.43,  -0.18,   0.21,   1.50,   4.98,  -2.11,   0.06,  -1.56,   0.03,  -1.76
199411,  -4.10,  -4.61,  -4.88,  -8.35,  -2.40,  -5.91,  -4.60,  -2.53,  -1.61,  -5.29
199412,  -2.20,  -2.43,   0.26,  -3.04,   1.29,  -1.99,  -4.79,  -4.29,   0.72,  -0.50
199501,   1.58,  -1.17,   1.25,  -0.87,   3.86,   3.50,   2.22,   7.36,   4.01,   4.01
199502,   3.11,   2.62,   3.06,   3.01,   4.73,   3.55,   1.76,   2.66,   2.59,   3.18
199503,   0.07,  -1.26,   1.46,   4.22,   4.00,   2.46,   0.88,   3.13,  -0.93,   1.51
199504,   1.34,   0.68,   2.77,   1.85,   4.46,   1.23,   1.07,   2.17,   1.47,   2.25
199505,  -0.42,   0.15,   2.16,   2.61,   2.87,  -0.55,  -0.26,   3.91,   3.58,   2.11
199506,   2.39,   1.47,   4.24,  -0.72,  11.32,   6.15,   4.67,   9.82,   0.55,   4.33
199507,   4.55,   5.70,   5.54,   2.82,   9.98,   7.39,   4.49,   9.85,  -0.48,   5.04
199508,   2.87,  -0.95,   1.01,   3.17,   4.22,   5.31,   1.73,   8.11,   2.14,   4.47
199509,   2.60,   3.79,   1.08,   0.33,   4.51,   1.48,   0.89,   5.78,   4.54,   2.68
199510,  -5.20,  -5.53,  -5.87,  -5.05,  -5.61,  -5.73,  -7.07,  -6.43,   1.14,  -1.91
199511,  -0.18,   0.66,   1.09,   2.15,   2.62,   1.07,   0.91,   1.17,   2.52,   1.93
199512,  -0.41,  -1.78,  -0.17,   4.39,  -1.21,   0.98,  -2.62,   7.25,   3.72,   1.33
199601,   1.38,   2.82,   2.96,   3.30,   0.26,   0.29,   1.36,   9.49,   1.70,   3.32
199602,   3.14,   2.85,   2.85,   2.99,   6.88,   7.75,   3.98,   5.26,  -0.29,   2.31
199603,   2.92,   4.36,   2.21,   6.66,   0.48,   3.61,   6.28,   3.32,   0.64,   2.52
199604,   3.50,   6.29,   6.18,  11.03,  13.07,   5.27,   6.20,   7.46,  -0.56,   2.73
199605,   6.71,  10.00,   5.55,   6.83,  11.54,   6.16,   9.00,   7.43,   1.22,   4.68
199606,  -2.82,  -2.58,  -3.30,   0.95,  -8.36,  -2.39,  -3.15,  -6.47,   2.84,  -0.79
199607,  -8.85,  -6.25,  -7.95,  -4.29, -14.03, -11.09,  -8.95, -14.55,  -3.20,  -5.35
199608,   4.18,   4.32,   3.60,   4.64,   4.71,   6.03,   4.57,   5.37,   4.11,   4.49
199609,   1.66,   2.37,   2.88,   5.16,   4.58,   2.10,   1.22,   3.97,   1.21,   2.93
199610,  -2.16,  -0.46,  -1.30,   8.05,  -5.29,  -7.81,  -4.28,  -7.23,   2.01,  -0.44
199611,   1.67,   1.29,   3.95,   6.52,   2.63,  -2.21,   1.94,   0.86,   2.74,   2.47
199612,  -2.48,   0.09,   1.09,  -0.38,  -2.30,  -5.02,  -2.37,   1.01,   0.91,   0.15
199701,   6.43,   4.06,   7.20,   7.97,   8.96,   6.27,   3.94,   9.44,   1.34,   5.65
199702,   1.03,  -0.18,  -1.64,  -9.00,  -6.56,  -4.18,  -1.05,  -1.36,  -0.71,   1.70
199703,  -4.12,  -3.27,  -3.52,   1.31,  -9.30,  -8.19,  -4.28,  -9.84,  -2.65,  -3.33
199704,  -2.75,  -2.31,  -0.52,  -3.57,  -3.56,  -2.09,  -2.92,  -6.71,  -0.81,  -0.46
199705,   6.50,   7.10,  10.22,   8.97,  14.72,  12.38,   7.32,  10.26,   3.83,   6.29
199706,   3.25,   4.89,   4.68,   3.35,   2.39,   8.97,   4.49,   2.70,   3.04,   5.56
199707,   3.37,   2.08,   6.76,   4.54,   7.05,   5.45,   3.41,   1.19,   2.67,   6.03
199708,   1.54,   2.85,   3.70,   7.41,   7.30,   4.48,   2.69,   2.81,   0.34,   1.56
199709,   7.52,   6.96,   6.78,  12.56,   9.25,   9.64,   8.22,  11.38,   4.55,   8.67
199710,  -3.90,  -1.04,  -3.33,   0.80,  -5.56,  -0.14,  -1.74,  -2.22,   1.19,  -0.02
199711,  -1.05,  -1.77,  -1.89,  -9.28,  -4.83,  -1.25,  -1.24,  -4.90,   5.54,  -0.16
199712,  -4.02,  -4.49,  -4.44,  -5.14,  -8.00,  -1.23,  -5.61,  -6.83,   8.57,   2.18
199801,  -0.40,   2.00,   1.55,  -6.19,   3.28,   4.76,   1.54,   2.27,  -4.04,   1.04
199802,   7.74,   8.11,   6.57,   2.71,   7.87,   9.31,   6.52,   4.83,   2.04,   5.67
199803,   2.79,   6.16,   3.82,   3.33,   4.64,   7.24,   6.40,   3.71,   4.87,   5.58
199804,   2.30,   4.19,   1.90,   1.38,   4.62,   1.79,   3.66,  -0.42,  -1.64,   3.16
199805,  -2.74,  -1.46,  -4.45,  -7.29,  -8.12,  -6.02,  -2.95,  -4.12,  -1.26,  -3.57
199806,  -3.06,  -2.97,  -5.02,  -6.63,  -2.83,   1.99,  -1.18,  -6.36,   2.71,  -1.57
199807,  -5.14,  -7.07,  -7.07, -14.44,  -7.69,   1.38,  -5.05,  -5.45,  -4.48,  -4.05
199808, -17.01, -19.12, -18.74, -22.96, -23.77, -24.18, -21.30, -24.66,  -1.26, -18.70
199809,  -0.46,   3.73,   0.24,  13.17,   5.88,   5.22,   0.10,   7.57,   8.34,   3.66
199810,   2.14,   4.60,   4.94,   1.08,   6.80,   4.02,   4.67,   4.98,   0.75,   1.12
199811,   6.37,   7.29,   4.88, -11.80,  17.29,  10.64,  15.02,   7.22,   1.76,   4.49
199812,   5.30,   2.24,  -0.90, -10.12,   5.49,   6.62,   4.52,   2.02,   2.56,   1.68
199901,   3.53,   4.36,   4.83,  -0.84,  15.36,  18.10,   6.21,   8.89,  -5.52,   4.57
199902,  -2.69,  -4.18,  -5.21, -10.36,  -7.07,  -6.32,  -4.88,  -7.25,  -3.70,  -2.49
199903,  -5.37,  -3.72,  -3.71,  21.09,  -0.50,   6.99,  -1.92,  -1.90,  -0.99,  -1.99
199904,   6.20,  12.55,  13.11,  14.76,   9.05,  21.11,   7.90,   3.21,   5.99,   7.28
199905,   4.04,   6.61,   2.75,   0.03,   6.97,   2.73,   2.44,   5.89,   6.92,   1.49
199906,   1.69,   4.22,   3.96,   3.62,   7.37,   7.01,   3.10,   3.66,   0.95,   2.28
199907,  -1.46,  -0.20,   0.52,   4.28,   1.86,   2.18,  -1.13,   3.94,   2.22,   0.04
199908,  -6.00,  -6.61,  -4.13,   2.17,  -0.86,  -2.24,  -7.49,  -1.63,   0.72,  -4.29
199909,  -2.95,  -5.75,  -3.75,  -0.10,   1.95,   0.96,  -2.81,  -1.35,  -2.53,  -2.90
199910,  -0.95,  -2.88,  -3.41,  -6.75,   4.49,   8.79,  -3.19,  -2.71,   2.02,  -0.01
199911,  -0.20,   3.79,   2.91,  -1.32,  28.95,  14.41,   6.91,  13.21,  -2.49,   2.88
199912,   0.33,   2.92,   4.48,   0.65,  25.27,  20.33,   2.25,  15.82,  -1.76,   1.74
200001,   1.69,   3.87,   3.27,   7.49,  12.28,   4.22,   0.75,  24.04,   2.38,  -0.71
200002,   3.61,   6.57,   5.22,   4.59,  34.48,  21.84,   1.98,  43.00,  -4.37,   1.21
200003,   4.65,   6.31,   3.91,  16.86,  -3.48,  -2.73,   3.57,  -9.05,   6.00,   1.78
200004,  -4.39,  -6.79,  -2.75,  -3.80, -20.28, -17.40,  -5.53, -13.74,   5.55,  -3.95
200005,  -1.65,  -7.95,  -4.42,  16.03, -14.30, -13.74,  -5.92,  -7.34,   2.30,  -2.40
200006,   2.40,   2.28,   3.40,   3.54,  17.27,  10.31,   1.98,  19.12,  -3.02,   2.55
200007,   0.56,  -1.65,  -0.73,  -6.34,  -8.23,  -9.65,  -2.68,  -2.45,   5.25,   1.82
200008,   2.40,   5.43,   4.05,  16.16,  10.04,  -0.35,   2.73,  12.80,   6.92,   4.13
200009,  -0.52,  -6.61,  -5.35,   4.55, -10.84, -15.98,  -5.56,  -0.14,   6.83,  -1.00
200010,  -4.42,  -5.35,  -3.01,  -7.29, -13.19, -11.64,  -5.65,  -8.14,  -1.06,  -3.66
200011,  -6.94, -12.24,  -8.44,  -4.94, -26.65, -27.39, -10.12, -13.72,   3.81,  -5.74
200012,  -0.80,  -1.91,   1.52,  24.93,  -9.57,  -5.34,  -3.79,  -3.65,   8.24,   2.75
200101,  18.58,  20.79,  16.52,   0.46,  46.62,  52.80,  27.70,  22.06,  -7.14,  15.59
200102,  -0.76,  -1.98,  -2.92,   1.24, -21.75, -20.08,  -2.82,  -9.21,   2.94,  -2.04
200103,  -2.88,  -5.80,  -4.95,   0.51, -16.40, -16.37,  -3.98,  -9.38,   2.39,  -2.67
200104,   3.74,   8.79,   5.92,   7.77,  14.22,   3.32,   5.72,  12.55,   3.92,   4.28
200105,   7.05,   8.20,   6.08,   4.63,   4.33,   0.33,   8.46,  13.56,   1.14,   7.02
200106,   0.42,   2.67,  -0.71, -12.75,  -0.13,  -0.13,   3.18,   7.27,  -1.89,   2.92
200107,   0.16,  -1.74,  -2.36,  -3.72,  -9.78, -10.72,  -0.48,  -2.73,  -3.21,   1.15
200108,  -0.92,  -3.92,  -3.29,  -5.92, -10.00, -11.96,   0.47,  -2.83,   0.70,  -1.24
200109, -11.71, -17.72, -13.81, -13.68, -18.97, -20.16, -12.49, -11.85,  -4.69,  -9.35
200110,   3.74,   4.86,   3.64,  11.90,  20.71,   6.05,   4.49,  11.88,   0.14,   1.72
200111,   4.98,   9.16,   6.15,  -5.24,  15.24,  15.28,   8.91,   7.12,   0.53,   5.64
200112,   4.17,   6.77,   4.86,   6.40,   8.79,   7.48,   6.70,   6.36,   4.06,   5.57
200201,   2.11,   5.49,   2.25,  -5.02,   3.53, -11.80,   5.67,  -3.23,  -2.54,   2.85
200202,   1.51,   0.14,   0.35,   1.61, -11.86, -12.67,  -1.99,  -7.94,   0.26,  -0.18
200203,   8.21,   7.01,   9.65,  14.33,  10.32,   5.58,   8.57,   6.42,   7.69,   6.33
200204,   5.22,   5.62,   1.55,   1.12,  -6.48,  -7.22,   4.87,  -6.26,   0.81,   3.54
200205,   1.38,  -2.24,  -2.52,  -5.28,  -6.92,  -7.29,   1.73,  -3.89,  -4.13,   0.19
200206,  -4.26,  -4.90,  -5.26,  -5.70, -13.51, -17.46,  -4.92, -10.09,  -4.07,  -2.84
200207,  -9.98, -12.34, -11.92, -14.98, -15.43, -12.37, -14.47, -11.06, -11.69,  -9.20
200208,   0.09,   0.26,  -1.08,   4.71,   0.53,   1.68,  -1.65,  -0.66,   3.17,   0.93
200209,  -8.00,  -7.96,  -9.38,  -5.13, -14.32, -11.20,  -7.80,  -8.70,  -7.34,  -5.42
200210,   3.96,   0.75,   2.72,   1.57,  12.68,   9.34,   0.49,   4.70,  -0.36,   1.69
200211,   8.49,   9.00,  10.02,   2.95,  26.98,  27.24,   9.87,  11.36,   3.34,   6.84
200212,  -1.84,  -4.52,  -4.94,   1.90, -11.41,  -7.18,  -5.83,  -7.08,   2.28,  -1.31
200301,  -2.05,  -1.67,  -1.64,   2.58,   1.94,  -0.22,  -2.80,   1.71,  -1.78,   0.74
200302,  -2.85,  -4.51,  -3.71,   4.39,  -3.10,  -5.51,  -4.51,  -2.67,  -3.98,  -1.56
200303,   0.38,  -4.09,  -1.11,  -0.85,   1.00,   1.07,   0.63,   4.83,   3.85,   1.92
200304,   7.95,  10.09,   8.01,   1.43,  12.62,  15.08,  10.07,  15.46,   9.39,   8.34
200305,   6.84,   5.48,  10.29,  20.54,  23.38,  18.47,  10.29,  23.67,  10.59,   8.71
200306,   3.33,   3.93,   2.95,   6.02,   5.64,   8.91,   7.48,   8.72,  -0.97,   4.17
200307,   3.71,   8.31,   6.60,  -4.20,  12.38,   8.19,   8.30,   6.73,  -2.24,   6.14
200308,   4.17,   5.49,   6.62,   7.39,   7.74,   2.14,   6.58,   4.61,   1.05,   2.94
200309,   2.17,   0.63,  -0.20,  -0.19,   4.02,  -0.60,  -0.15,   7.21,   2.77,   1.74
200310,   6.01,   9.63,   9.18,   5.56,  12.68,   6.11,  10.10,   5.05,   3.14,   7.34
200311,   3.21,   1.58,   4.11,   2.79,   4.99,   5.20,   3.51,   2.69,   2.30,   3.90
200312,   2.75,   4.67,   7.03,  17.31,   0.42,   3.87,   2.04,   4.07,   4.16,   3.14
200401,   4.96,   3.06,   5.33,   5.45,  12.38,   8.51,   5.53,  11.95,   2.18,   4.17
200402,   4.27,  -0.67,   1.52,   4.59,  -2.54,  -2.59,   3.88,   0.45,   2.18,   2.16
200403,   0.31,  -0.60,   0.60,   3.17,  -1.68,  -4.09,   1.50,   0.31,   0.87,   1.11
200404,  -0.19,  -0.98,  -1.28,   3.06,  -7.19,  -5.38,  -1.85,  -1.19,  -2.97,  -3.27
200405,   0.48,  -2.24,   0.84,  -1.10,   2.22,  -2.17,  -0.90,  -3.95,   0.36,   0.35
200406,   2.68,   3.85,   6.45,   8.02,   1.35,  -1.72,   3.46,  -0.09,   2.68,   2.52
200407,  -5.07,  -5.55,  -4.78,   0.65, -13.49,  -8.35,  -5.47, -10.01,  -0.82,  -2.96
200408,  -2.10,  -4.31,  -1.37,  -5.02,  -3.05,  -2.38,  -2.86,   0.22,   3.02,   0.10
200409,   1.61,   0.63,   4.63,  12.58,   4.59,   1.72,   4.18,   4.20,   1.68,   3.62
200410,   1.71,  -0.34,   0.15,   2.54,   3.56,   3.25,   2.41,  -1.19,   2.42,   2.40
200411,   6.87,   8.87,  11.99,   9.60,   9.62,  12.53,   9.71,   8.19,   5.47,   6.92
200412,   6.65,   5.46,   5.53,  -0.43,   8.72,   8.91,   5.23,   7.67,   1.92,   4.65
200501,  -0.57,  -5.97,  -3.00,   3.15,  -7.75,  -5.71,  -1.90,  -4.16,   0.33,  -2.18
200502,   0.63,  -0.76,   3.21,  16.59,  -0.03,  -1.36,   1.59,  -2.06,   1.97,   0.84
200503,  -1.73,  -6.81,  -1.28,  -0.01,  -4.53,  -4.09,   0.55,  -7.29,  -0.24,  -2.23
200504,  -2.92,  -9.97,  -7.61,  -7.58,  -8.18,  -7.58,  -5.87,  -3.50,  -0.04,  -4.43
200505,   4.22,   5.79,   4.08,   5.43,   6.87,   2.70,   6.32,   4.98,   4.72,   3.89
200506,   4.09,   5.07,   2.67,  13.34,   1.99,   3.67,   4.01,   3.28,   4.39,   2.97
200507,   4.24,   5.16,   8.39,  11.00,   7.35,   3.24,   7.14,   8.73,   3.77,   4.81
200508,  -2.91,  -2.59,  -0.90,   7.11,  -0.99,  -1.66,  -3.58,  -0.93,   0.28,  -1.14
200509,  -1.47,  -1.95,   0.40,  11.45,   1.36,  -0.86,  -2.44,   0.33,   2.94,   0.57
200510,  -4.14,  -5.45,  -4.40, -10.02,  -3.09,  -5.79,  -2.24,  -4.60,  -6.32,  -1.10
200511,   1.90,   2.63,   4.37,   1.43,   5.16,   2.37,   4.94,   2.29,   0.59,   3.48
200512,  -0.84,  -0.09,   2.17,   3.48,   1.31,  -0.24,   0.72,   0.05,  -0.04,   0.60
200601,   4.92,   5.11,  11.65,  17.79,   9.34,   4.15,   7.46,  11.30,   3.99,   4.75
200602,   1.71,   0.10,   0.37, -11.67,   0.92,   0.91,   1.20,   2.18,   0.88,   0.57
200603,   3.37,   4.41,   6.07,   6.61,   5.28,   5.94,   4.46,   2.75,  -1.54,   3.44
200604,   1.16,   2.16,   3.96,   5.62,   0.24,   0.31,   1.02,  -3.79,   1.20,   0.66
200605,  -2.81,  -2.17,  -5.53,  -6.14,  -8.16,  -3.89,  -4.77,  -7.46,  -0.45,  -2.17
200606,  -0.09,  -0.32,  -1.20,   3.16,  -2.88,  -2.20,  -0.92,  -2.06,   2.02,   0.41
200607,  -2.82,  -5.91,  -4.53,  -0.41,  -5.38,  -3.10,  -3.81,  -4.68,   5.57,  -2.36
200608,   2.18,  -0.50,   1.68,  -3.72,   4.37,   3.27,   1.05,   3.68,   2.07,   1.28
200609,   1.44,   2.68,   0.24,  -8.83,   1.13,   2.89,   4.66,  -0.45,  -2.11,   1.60
200610,   5.40,   6.14,   6.50,   5.63,   4.12,   6.41,   5.46,   6.55,   5.29,   3.81
200611,   1.79,   4.35,   3.85,   7.59,   2.63,   1.35,   0.41,   2.63,   3.03,   2.48
200612,   2.65,   3.43,   0.89,  -5.06,   1.16,   3.43,   1.28,   1.44,   0.69,   1.81
200701,   3.73,   3.64,   2.86,  -1.41,   2.42,   5.51,   2.95,   4.58,   0.27,   1.24
200702,   0.37,   0.27,   2.17,  -1.08,   0.62,  -1.01,   0.44,   0.13,   2.67,  -0.85
200703,   1.45,  -1.14,   0.98,   4.07,   0.63,  -0.59,   1.54,  -0.05,   4.32,  -0.95
200704,   1.00,   2.96,   4.29,   6.40,   2.32,   2.54,   2.21,   5.07,   2.37,   0.54
200705,   2.33,   4.22,   4.47,   5.21,   2.44,   5.12,   1.64,  -0.19,   0.70,   2.43
200706,   0.71,  -1.19,   1.70,   0.10,   1.51,  -0.33,  -1.26,  -3.71,  -3.56,  -1.62
200707,  -6.01,  -6.08,  -2.75,  -6.89,  -3.15,  -4.19,  -5.81,  -5.05,  -3.98,  -6.63
